status,ticket_id,priority,source,topic,agent_group,agent_name,created_time,expected_sla_to_resolve,expected_sla_to_first response,first_response_time,sla_for_first response,resolution_time,sla_for_resolution,close_time,agent_interactions,survey_results,product_group,support_level,country,latitude,longitude
New,TCKT-146207,High,Chat,Access Request,IT Support,Agent 72,08-08-2024 15:00,08-08-2024 17:00,08-08-2024 15:30,08-08-2024 15:21,Met,08-08-2024 16:57,Met,08-08-2024 17:01,2,Dissatisfied,Cloud,L3,Kuwait,24.6895,52.9598
Closed,TCKT-146214,Medium,Portal,Hardware Failure,IT Support,Agent 17,02-08-2024 15:53,02-08-2024 18:53,02-08-2024 16:38,02-08-2024 16:38,Met,02-08-2024 18:38,Met,02-08-2024 18:43,3,Neutral,Cloud,L1,UAE,23.9247,50.6194
Resolved,TCKT-146233,Medium,Email,Network Issue,IT Support,Agent 17,11-05-2024 21:47,12-05-2024 00:47,11-05-2024 22:32,11-05-2024 22:30,Met,12-05-2024 00:46,Met,12-05-2024 00:46,1,Satisfied,Network,L3,Bahrain,25.5028,52.8742
Open,TCKT-146235,Low,Chat,General Inquiry,IT Support,Agent 20,09-04-2024 14:35,09-04-2024 18:35,09-04-2024 15:35,09-04-2024 15:35,Met,09-04-2024 18:30,Met,09-04-2024 18:34,5,Satisfied,Hardware,L3,UAE,22.0497,54.4208
Open,TCKT-146238,Medium,Portal,Software Bug,IT Support,Agent 8,01-04-2024 12:23,01-04-2024 15:23,01-04-2024 13:08,01-04-2024 12:59,Met,01-04-2024 15:03,Met,01-04-2024 15:04,5,Satisfied,Cloud,L3,Saudi Arabia,22.1509,55.6486
Closed,TCKT-146248,Critical,Phone,Access Request,IT Support,Agent 3,21-05-2024 04:21,21-05-2024 05:21,21-05-2024 04:31,21-05-2024 04:24,Met,21-05-2024 05:12,Met,21-05-2024 05:13,5,Very Satisfied,Software,L3,Bahrain,22.7217,54.2898
Open,TCKT-146254,High,Phone,Network Issue,IT Support,Agent 65,04-04-2024 00:58,04-04-2024 02:58,04-04-2024 01:28,04-04-2024 01:26,Met,04-04-2024 04:48,Breached,04-04-2024 02:50,5,Neutral,Network,L2,Qatar,22.6845,52.8527
New,TCKT-146260,High,Portal,Hardware Failure,IT Support,Agent 25,04-06-2024 07:00,04-06-2024 09:00,04-06-2024 07:30,04-06-2024 07:22,Met,04-06-2024 08:49,Met,04-06-2024 08:49,5,Dissatisfied,Cloud,L3,Bahrain,25.2207,54.4827
In Progress,TCKT-146263,Low,Portal,Access Request,IT Support,Agent 52,12-05-2024 02:19,12-05-2024 06:19,12-05-2024 03:19,12-05-2024 03:17,Met,12-05-2024 06:01,Met,12-05-2024 06:02,2,Neutral,Hardware,L1,Bahrain,22.1616,51.8819
Resolved,TCKT-146264,Medium,Portal,General Inquiry,IT Support,Agent 31,18-07-2024 02:17,18-07-2024 05:17,18-07-2024 03:02,18-07-2024 02:53,Met,18-07-2024 05:00,Met,18-07-2024 05:01,4,Dissatisfied,Hardware,L1,Bahrain,23.9781,50.9288
Closed,TCKT-146270,Medium,Phone,General Inquiry,IT Support,Agent 71,13-05-2024 11:47,13-05-2024 14:47,13-05-2024 12:32,13-05-2024 12:27,Met,13-05-2024 14:45,Met,13-05-2024 14:48,4,Very Dissatisfied,Hardware,L2,Kuwait,22.3727,50.9598
Open,TCKT-146276,High,Phone,General Inquiry,IT Support,Agent 14,22-07-2024 17:43,22-07-2024 19:43,22-07-2024 18:13,22-07-2024 18:13,Met,22-07-2024 19:25,Met,22-07-2024 19:29,1,Satisfied,Cloud,L3,Bahrain,24.735,55.1151
In Progress,TCKT-146283,Medium,Phone,Software Bug,IT Support,Agent 28,20-06-2024 07:36,20-06-2024 10:36,20-06-2024 08:21,20-06-2024 08:12,Met,20-06-2024 10:33,Met,20-06-2024 10:37,3,Neutral,Hardware,L1,UAE,22.412,50.0121
Closed,TCKT-146284,Medium,Chat,General Inquiry,IT Support,Agent 55,27-04-2024 04:11,27-04-2024 07:11,27-04-2024 04:56,27-04-2024 04:49,Met,27-04-2024 08:28,Breached,27-04-2024 07:01,5,Neutral,Network,L3,Qatar,22.3597,51.3245
Open,TCKT-146298,Critical,Phone,Access Request,IT Support,Agent 62,23-05-2024 09:14,23-05-2024 10:14,23-05-2024 09:24,23-05-2024 09:14,Met,23-05-2024 10:04,Met,23-05-2024 10:05,5,Neutral,Software,L3,Oman,25.0573,51.4125
In Progress,TCKT-146299,High,Portal,Software Bug,IT Support,Agent 16,22-07-2024 21:32,22-07-2024 23:32,22-07-2024 22:02,22-07-2024 21:57,Met,22-07-2024 23:12,Met,22-07-2024 23:14,2,Dissatisfied,Hardware,L1,Bahrain,24.0459,53.7442
In Progress,TCKT-146301,Critical,Email,Network Issue,IT Support,Agent 37,04-08-2024 17:02,04-08-2024 18:02,04-08-2024 17:12,04-08-2024 17:05,Met,04-08-2024 17:52,Met,04-08-2024 17:52,1,Neutral,Software,L1,Kuwait,24.9998,51.7586
Resolved,TCKT-146302,Low,Chat,General Inquiry,IT Support,Agent 26,07-07-2024 20:31,08-07-2024 00:31,07-07-2024 21:31,07-07-2024 21:25,Met,08-07-2024 00:24,Met,08-07-2024 00:24,2,Very Dissatisfied,Software,L1,Qatar,22.1837,52.1883
In Progress,TCKT-146304,Medium,Portal,Hardware Failure,IT Support,Agent 15,28-05-2024 18:49,28-05-2024 21:49,28-05-2024 19:34,28-05-2024 19:30,Met,28-05-2024 23:09,Breached,28-05-2024 21:39,3,Very Dissatisfied,Software,L2,Oman,24.7872,50.9663
In Progress,TCKT-146308,High,Chat,General Inquiry,IT Support,Agent 5,31-05-2024 02:17,31-05-2024 04:17,31-05-2024 02:47,31-05-2024 02:41,Met,31-05-2024 04:01,Met,31-05-2024 04:03,1,Satisfied,Software,L1,Kuwait,23.1555,54.1406
Resolved,TCKT-146327,Medium,Chat,Software Bug,IT Support,Agent 60,04-04-2024 18:17,04-04-2024 21:17,04-04-2024 19:02,04-04-2024 18:52,Met,04-04-2024 21:02,Met,04-04-2024 21:05,5,Very Satisfied,Hardware,L3,Oman,23.2956,54.2842
Closed,TCKT-146335,Medium,Portal,General Inquiry,IT Support,Agent 19,25-07-2024 20:31,25-07-2024 23:31,25-07-2024 21:16,25-07-2024 21:13,Met,25-07-2024 23:26,Met,25-07-2024 23:27,1,Dissatisfied,Hardware,L1,UAE,23.875,55.0317
Resolved,TCKT-146348,Medium,Portal,Network Issue,IT Support,Agent 6,04-05-2024 20:51,04-05-2024 23:51,04-05-2024 21:36,04-05-2024 21:32,Met,05-05-2024 01:11,Breached,04-05-2024 23:45,5,Satisfied,Hardware,L2,Kuwait,22.143,51.0231
New,TCKT-146349,Medium,Email,Software Bug,IT Support,Agent 61,25-05-2024 09:56,25-05-2024 12:56,25-05-2024 10:41,25-05-2024 10:35,Met,25-05-2024 12:50,Met,25-05-2024 12:50,2,Neutral,Software,L3,Qatar,23.9883,55.6976
Closed,TCKT-146352,Medium,Portal,General Inquiry,IT Support,Agent 49,10-07-2024 19:11,10-07-2024 22:11,10-07-2024 19:56,10-07-2024 19:48,Met,10-07-2024 22:08,Met,10-07-2024 22:11,3,Dissatisfied,Hardware,L3,UAE,23.0235,50.0586
New,TCKT-146353,High,Email,Access Request,IT Support,Agent 75,05-07-2024 22:12,06-07-2024 00:12,05-07-2024 22:42,05-07-2024 22:42,Met,06-07-2024 02:03,Breached,06-07-2024 00:03,3,Neutral,Hardware,L3,UAE,23.5131,52.6254
New,TCKT-146362,Critical,Chat,Access Request,IT Support,Agent 71,10-07-2024 13:02,10-07-2024 14:02,10-07-2024 13:12,10-07-2024 13:08,Met,10-07-2024 13:58,Met,10-07-2024 14:00,4,Very Satisfied,Cloud,L3,Oman,24.3888,55.57
In Progress,TCKT-146371,Critical,Phone,Software Bug,IT Support,Agent 54,14-07-2024 16:24,14-07-2024 17:24,14-07-2024 16:34,14-07-2024 16:30,Met,14-07-2024 17:12,Met,14-07-2024 17:17,1,Very Dissatisfied,Hardware,L2,UAE,22.9335,53.1859
Closed,TCKT-146376,High,Chat,General Inquiry,IT Support,Agent 61,07-05-2024 06:39,07-05-2024 08:39,07-05-2024 07:09,07-05-2024 07:09,Met,07-05-2024 08:27,Met,07-05-2024 08:30,5,Satisfied,Hardware,L1,Qatar,23.2977,55.3232
Closed,TCKT-146378,High,Phone,Network Issue,IT Support,Agent 67,05-08-2024 01:36,05-08-2024 03:36,05-08-2024 02:06,05-08-2024 02:03,Met,05-08-2024 03:21,Met,05-08-2024 03:25,4,Satisfied,Hardware,L2,Oman,22.1622,50.8675
Open,TCKT-146380,Medium,Phone,Software Bug,IT Support,Agent 49,31-05-2024 00:39,31-05-2024 03:39,31-05-2024 01:24,31-05-2024 01:24,Met,31-05-2024 05:06,Breached,31-05-2024 03:37,2,Very Dissatisfied,Cloud,L2,Qatar,24.7908,51.545
In Progress,TCKT-146384,Low,Chat,Hardware Failure,IT Support,Agent 50,19-07-2024 18:40,19-07-2024 22:40,19-07-2024 19:40,19-07-2024 19:38,Met,19-07-2024 22:37,Met,19-07-2024 22:39,4,Dissatisfied,Network,L2,Qatar,24.0409,50.8938
In Progress,TCKT-146388,High,Chat,Access Request,IT Support,Agent 54,11-07-2024 14:48,11-07-2024 16:48,11-07-2024 15:18,11-07-2024 15:17,Met,11-07-2024 16:34,Met,11-07-2024 16:35,5,Neutral,Software,L2,Qatar,22.2091,52.2762
New,TCKT-146395,Medium,Portal,Access Request,IT Support,Agent 36,20-07-2024 08:07,20-07-2024 11:07,20-07-2024 08:52,20-07-2024 08:50,Met,20-07-2024 10:47,Met,20-07-2024 10:47,1,Satisfied,Software,L3,UAE,25.8224,54.9507
In Progress,TCKT-146400,High,Portal,Access Request,IT Support,Agent 13,16-04-2024 11:33,16-04-2024 13:33,16-04-2024 12:03,16-04-2024 11:58,Met,16-04-2024 13:19,Met,16-04-2024 13:21,1,Neutral,Software,L2,Qatar,23.4169,51.5312
In Progress,TCKT-146401,Low,Portal,Access Request,IT Support,Agent 79,11-07-2024 11:47,11-07-2024 15:47,11-07-2024 12:47,11-07-2024 12:37,Met,11-07-2024 15:29,Met,11-07-2024 15:29,1,Neutral,Software,L1,Saudi Arabia,24.3315,50.4933
Closed,TCKT-146403,Low,Chat,Software Bug,IT Support,Agent 31,23-06-2024 03:07,23-06-2024 07:07,23-06-2024 04:07,23-06-2024 04:00,Met,23-06-2024 07:05,Met,23-06-2024 07:10,3,Neutral,Network,L1,Qatar,25.2986,55.076
New,TCKT-146412,Critical,Chat,General Inquiry,IT Support,Agent 77,24-07-2024 15:15,24-07-2024 16:15,24-07-2024 15:25,24-07-2024 15:24,Met,24-07-2024 15:59,Met,24-07-2024 16:02,2,Neutral,Software,L3,Saudi Arabia,25.7352,52.7306
New,TCKT-146424,High,Phone,Access Request,IT Support,Agent 20,09-04-2024 22:13,10-04-2024 00:13,09-04-2024 22:43,09-04-2024 22:40,Met,10-04-2024 00:02,Met,10-04-2024 00:02,3,Satisfied,Hardware,L2,Oman,25.6327,53.8936
In Progress,TCKT-146427,Low,Portal,Access Request,IT Support,Agent 2,08-06-2024 20:51,09-06-2024 00:51,08-06-2024 21:51,08-06-2024 21:48,Met,09-06-2024 01:48,Breached,09-06-2024 00:51,3,Dissatisfied,Network,L3,UAE,25.2833,54.4253
In Progress,TCKT-146430,High,Email,Network Issue,IT Support,Agent 72,17-04-2024 17:25,17-04-2024 19:25,17-04-2024 17:55,17-04-2024 17:53,Met,17-04-2024 19:24,Met,17-04-2024 19:29,2,Satisfied,Software,L1,UAE,24.4418,54.2118
Resolved,TCKT-146431,Low,Portal,Hardware Failure,IT Support,Agent 66,30-07-2024 20:26,31-07-2024 00:26,30-07-2024 21:26,30-07-2024 21:23,Met,31-07-2024 00:13,Met,31-07-2024 00:18,5,Satisfied,Hardware,L3,Qatar,23.1245,55.6227
Open,TCKT-146433,High,Portal,Hardware Failure,IT Support,Agent 3,02-07-2024 00:57,02-07-2024 02:57,02-07-2024 01:27,02-07-2024 01:24,Met,02-07-2024 02:57,Breached,02-07-2024 02:57,2,Satisfied,Hardware,L2,Kuwait,24.4521,52.6032
In Progress,TCKT-146443,Low,Chat,General Inquiry,IT Support,Agent 43,10-05-2024 01:16,10-05-2024 05:16,10-05-2024 02:16,10-05-2024 02:06,Met,10-05-2024 05:14,Met,10-05-2024 05:19,2,Dissatisfied,Cloud,L3,Qatar,24.7302,51.4725
New,TCKT-146446,High,Portal,Hardware Failure,IT Support,Agent 53,25-06-2024 05:19,25-06-2024 07:19,25-06-2024 05:49,25-06-2024 05:48,Met,25-06-2024 07:09,Met,25-06-2024 07:11,4,Dissatisfied,Software,L2,UAE,22.3637,51.3019
New,TCKT-146447,Medium,Email,Hardware Failure,IT Support,Agent 61,04-07-2024 09:20,04-07-2024 12:20,04-07-2024 10:05,04-07-2024 09:55,Met,04-07-2024 13:37,Breached,04-07-2024 12:09,1,Neutral,Software,L3,Qatar,23.47,52.0174
Resolved,TCKT-146450,Medium,Chat,Access Request,IT Support,Agent 8,22-06-2024 10:55,22-06-2024 13:55,22-06-2024 11:40,22-06-2024 11:35,Met,22-06-2024 13:47,Met,22-06-2024 13:50,5,Dissatisfied,Software,L3,Oman,24.0213,50.2416
In Progress,TCKT-146458,Critical,Email,Software Bug,IT Support,Agent 50,13-04-2024 19:35,13-04-2024 20:35,13-04-2024 19:45,13-04-2024 19:36,Met,13-04-2024 20:20,Met,13-04-2024 20:24,5,Satisfied,Cloud,L1,Qatar,24.2488,54.8904
Closed,TCKT-146460,High,Email,Access Request,IT Support,Agent 50,12-06-2024 14:18,12-06-2024 16:18,12-06-2024 14:48,12-06-2024 14:45,Met,12-06-2024 16:15,Met,12-06-2024 16:19,2,Satisfied,Software,L3,Bahrain,25.3941,51.2234
Open,TCKT-146464,Critical,Chat,Access Request,IT Support,Agent 62,01-08-2024 11:55,01-08-2024 12:55,01-08-2024 12:05,01-08-2024 11:56,Met,01-08-2024 12:35,Met,01-08-2024 12:35,2,Very Satisfied,Network,L1,Bahrain,24.0093,53.1617
Resolved,TCKT-146468,Medium,Chat,General Inquiry,IT Support,Agent 70,17-04-2024 08:10,17-04-2024 11:10,17-04-2024 08:55,17-04-2024 08:46,Met,17-04-2024 12:38,Breached,17-04-2024 11:09,4,Dissatisfied,Hardware,L2,Kuwait,23.0237,54.8316
Closed,TCKT-146479,Low,Portal,Hardware Failure,IT Support,Agent 12,21-06-2024 15:34,21-06-2024 19:34,21-06-2024 16:34,21-06-2024 16:27,Met,21-06-2024 20:25,Breached,21-06-2024 19:29,4,Neutral,Hardware,L1,Kuwait,25.4514,53.7496
Open,TCKT-146484,Low,Email,Access Request,IT Support,Agent 1,02-04-2024 08:25,02-04-2024 12:25,02-04-2024 09:25,02-04-2024 09:19,Met,02-04-2024 12:23,Met,02-04-2024 12:24,4,Satisfied,Network,L1,Bahrain,25.4158,55.3644
Open,TCKT-146500,Low,Phone,General Inquiry,IT Support,Agent 58,24-07-2024 17:27,24-07-2024 21:27,24-07-2024 18:27,24-07-2024 18:26,Met,24-07-2024 21:15,Met,24-07-2024 21:19,1,Neutral,Software,L1,Kuwait,24.2288,53.246
Closed,TCKT-146501,Medium,Email,Hardware Failure,IT Support,Agent 35,21-06-2024 16:58,21-06-2024 19:58,21-06-2024 17:43,21-06-2024 17:33,Met,21-06-2024 19:54,Met,21-06-2024 19:56,5,Very Dissatisfied,Software,L3,Oman,23.1822,55.6821
Resolved,TCKT-146502,Critical,Email,Hardware Failure,IT Support,Agent 37,22-05-2024 06:50,22-05-2024 07:50,22-05-2024 07:00,22-05-2024 06:50,Met,22-05-2024 07:33,Met,22-05-2024 07:35,3,Neutral,Software,L3,Bahrain,25.8879,51.4056
Open,TCKT-146510,Low,Phone,Access Request,IT Support,Agent 29,28-07-2024 17:31,28-07-2024 21:31,28-07-2024 18:31,28-07-2024 18:25,Met,28-07-2024 21:11,Met,28-07-2024 21:13,3,Satisfied,Network,L3,Bahrain,24.8229,52.3776
In Progress,TCKT-146511,Low,Chat,Network Issue,IT Support,Agent 77,09-06-2024 04:00,09-06-2024 08:00,09-06-2024 05:00,09-06-2024 04:57,Met,09-06-2024 08:50,Breached,09-06-2024 07:52,3,Very Dissatisfied,Network,L3,Saudi Arabia,22.7224,50.4096
Open,TCKT-146529,Critical,Phone,Network Issue,IT Support,Agent 67,17-04-2024 17:11,17-04-2024 18:11,17-04-2024 17:21,17-04-2024 17:14,Met,17-04-2024 17:59,Met,17-04-2024 18:02,1,Dissatisfied,Network,L2,Qatar,24.5039,50.9579
In Progress,TCKT-146532,Medium,Email,Hardware Failure,IT Support,Agent 20,23-04-2024 09:41,23-04-2024 12:41,23-04-2024 10:26,23-04-2024 10:20,Met,23-04-2024 12:37,Met,23-04-2024 12:41,2,Dissatisfied,Hardware,L1,Qatar,23.5248,50.9333
New,TCKT-146534,High,Phone,Hardware Failure,IT Support,Agent 34,22-06-2024 06:35,22-06-2024 08:35,22-06-2024 07:05,22-06-2024 06:55,Met,22-06-2024 08:16,Met,22-06-2024 08:19,5,Dissatisfied,Cloud,L1,Kuwait,24.0784,55.125
Closed,TCKT-146545,Critical,Email,Hardware Failure,IT Support,Agent 40,30-04-2024 03:21,30-04-2024 04:21,30-04-2024 03:31,30-04-2024 03:25,Met,30-04-2024 04:14,Met,30-04-2024 04:16,5,Very Dissatisfied,Network,L1,Saudi Arabia,23.78,53.0567
In Progress,TCKT-146552,Medium,Chat,Access Request,IT Support,Agent 62,28-05-2024 20:26,28-05-2024 23:26,28-05-2024 21:11,28-05-2024 21:02,Met,28-05-2024 23:22,Met,28-05-2024 23:25,3,Dissatisfied,Software,L1,Oman,22.8903,50.2725
Open,TCKT-146558,Medium,Email,Network Issue,IT Support,Agent 50,03-07-2024 14:06,03-07-2024 17:06,03-07-2024 14:51,03-07-2024 14:51,Met,03-07-2024 16:54,Met,03-07-2024 16:54,1,Very Satisfied,Hardware,L3,UAE,24.8665,51.1444
Open,TCKT-146576,Medium,Phone,Hardware Failure,IT Support,Agent 22,01-04-2024 01:58,01-04-2024 04:58,01-04-2024 02:43,01-04-2024 02:38,Met,01-04-2024 04:45,Met,01-04-2024 04:48,5,Very Satisfied,Network,L3,Oman,25.4629,50.6047
In Progress,TCKT-146577,Critical,Portal,Hardware Failure,IT Support,Agent 24,02-08-2024 14:05,02-08-2024 15:05,02-08-2024 14:15,02-08-2024 14:12,Met,02-08-2024 14:47,Met,02-08-2024 14:52,5,Very Dissatisfied,Software,L3,UAE,25.5062,53.9756
Open,TCKT-146582,Medium,Phone,General Inquiry,IT Support,Agent 59,25-04-2024 11:10,25-04-2024 14:10,25-04-2024 11:55,25-04-2024 11:48,Met,25-04-2024 13:58,Met,25-04-2024 13:59,5,Dissatisfied,Hardware,L1,Kuwait,24.3532,50.5138
Resolved,TCKT-146588,Low,Phone,Hardware Failure,IT Support,Agent 51,21-06-2024 01:40,21-06-2024 05:40,21-06-2024 02:40,21-06-2024 02:37,Met,21-06-2024 05:25,Met,21-06-2024 05:29,3,Satisfied,Software,L2,Qatar,24.9248,54.0948
Closed,TCKT-146594,Low,Portal,General Inquiry,IT Support,Agent 51,24-06-2024 01:53,24-06-2024 05:53,24-06-2024 02:53,24-06-2024 02:46,Met,24-06-2024 05:33,Met,24-06-2024 05:37,2,Satisfied,Cloud,L2,Oman,23.1536,51.4351
In Progress,TCKT-146599,High,Email,Software Bug,IT Support,Agent 69,01-06-2024 12:53,01-06-2024 14:53,01-06-2024 13:23,01-06-2024 13:23,Met,01-06-2024 14:51,Met,01-06-2024 14:54,1,Satisfied,Software,L1,Oman,24.8822,54.3595
Open,TCKT-146609,High,Portal,Hardware Failure,IT Support,Agent 56,30-06-2024 17:47,30-06-2024 19:47,30-06-2024 18:17,30-06-2024 18:16,Met,30-06-2024 19:33,Met,30-06-2024 19:34,5,Dissatisfied,Cloud,L3,UAE,25.2201,55.0533
In Progress,TCKT-146619,Critical,Email,Hardware Failure,IT Support,Agent 59,06-06-2024 17:34,06-06-2024 18:34,06-06-2024 17:44,06-06-2024 17:43,Met,06-06-2024 18:17,Met,06-06-2024 18:19,4,Very Satisfied,Network,L3,Saudi Arabia,24.9576,55.7038
New,TCKT-146624,Low,Chat,Network Issue,IT Support,Agent 56,15-07-2024 01:00,15-07-2024 05:00,15-07-2024 02:00,15-07-2024 01:59,Met,15-07-2024 04:45,Met,15-07-2024 04:46,4,Very Satisfied,Hardware,L1,Kuwait,22.6368,53.514
New,TCKT-146625,High,Portal,Software Bug,IT Support,Agent 69,14-07-2024 02:32,14-07-2024 04:32,14-07-2024 03:02,14-07-2024 02:59,Met,14-07-2024 04:27,Met,14-07-2024 04:32,5,Neutral,Cloud,L2,UAE,24.6254,53.6359
In Progress,TCKT-146628,High,Chat,Hardware Failure,IT Support,Agent 61,26-05-2024 06:18,26-05-2024 08:18,26-05-2024 06:48,26-05-2024 06:39,Met,26-05-2024 08:17,Met,26-05-2024 08:21,3,Neutral,Hardware,L3,UAE,23.1583,54.2692
New,TCKT-146629,High,Phone,Network Issue,IT Support,Agent 21,07-04-2024 13:24,07-04-2024 15:24,07-04-2024 13:54,07-04-2024 13:47,Met,07-04-2024 17:14,Breached,07-04-2024 15:17,5,Satisfied,Network,L1,Qatar,22.4267,54.5463
In Progress,TCKT-146632,Critical,Portal,Software Bug,IT Support,Agent 13,28-05-2024 11:57,28-05-2024 12:57,28-05-2024 12:07,28-05-2024 12:05,Met,28-05-2024 12:37,Met,28-05-2024 12:40,5,Neutral,Hardware,L2,Saudi Arabia,23.5953,55.1056
Resolved,TCKT-146644,Medium,Phone,General Inquiry,IT Support,Agent 35,22-04-2024 07:10,22-04-2024 10:10,22-04-2024 07:55,22-04-2024 07:50,Met,22-04-2024 09:55,Met,22-04-2024 09:55,2,Neutral,Network,L1,Kuwait,23.1362,55.0977
Closed,TCKT-146645,Low,Email,Network Issue,IT Support,Agent 19,01-06-2024 18:07,01-06-2024 22:07,01-06-2024 19:07,01-06-2024 18:59,Met,01-06-2024 21:53,Met,01-06-2024 21:56,1,Dissatisfied,Network,L2,Qatar,25.6406,52.2018
In Progress,TCKT-146650,High,Portal,Network Issue,IT Support,Agent 64,21-07-2024 22:14,22-07-2024 00:14,21-07-2024 22:44,21-07-2024 22:39,Met,22-07-2024 02:11,Breached,22-07-2024 00:11,5,Satisfied,Network,L3,Kuwait,25.7846,53.7513
Closed,TCKT-146657,Critical,Email,Hardware Failure,IT Support,Agent 32,17-07-2024 12:00,17-07-2024 13:00,17-07-2024 12:10,17-07-2024 12:02,Met,17-07-2024 12:47,Met,17-07-2024 12:48,3,Dissatisfied,Software,L1,UAE,22.3804,53.1946
In Progress,TCKT-146659,Low,Chat,General Inquiry,IT Support,Agent 52,25-04-2024 05:43,25-04-2024 09:43,25-04-2024 06:43,25-04-2024 06:43,Met,25-04-2024 10:34,Breached,25-04-2024 09:34,2,Dissatisfied,Cloud,L2,Qatar,24.9632,52.5697
New,TCKT-146666,Medium,Phone,Hardware Failure,IT Support,Agent 67,11-04-2024 08:28,11-04-2024 11:28,11-04-2024 09:13,11-04-2024 09:10,Met,11-04-2024 11:22,Met,11-04-2024 11:27,1,Neutral,Hardware,L3,Qatar,25.5342,55.0873
In Progress,TCKT-146676,Medium,Chat,Software Bug,IT Support,Agent 44,09-04-2024 09:52,09-04-2024 12:52,09-04-2024 10:37,09-04-2024 10:37,Met,09-04-2024 12:34,Met,09-04-2024 12:36,1,Satisfied,Software,L3,Kuwait,23.2867,54.3977
Open,TCKT-146680,Low,Chat,Hardware Failure,IT Support,Agent 25,14-06-2024 04:37,14-06-2024 08:37,14-06-2024 05:37,14-06-2024 05:34,Met,14-06-2024 08:27,Met,14-06-2024 08:31,5,Neutral,Network,L3,Kuwait,25.3327,52.0196
Open,TCKT-146684,Medium,Phone,Network Issue,IT Support,Agent 70,06-05-2024 07:36,06-05-2024 10:36,06-05-2024 08:21,06-05-2024 08:11,Met,06-05-2024 12:06,Breached,06-05-2024 10:38,3,Dissatisfied,Cloud,L3,Kuwait,22.035,55.6909
Closed,TCKT-146694,Medium,Chat,Access Request,IT Support,Agent 29,24-04-2024 05:34,24-04-2024 08:34,24-04-2024 06:19,24-04-2024 06:09,Met,24-04-2024 08:27,Met,24-04-2024 08:27,5,Very Satisfied,Cloud,L2,Kuwait,25.4358,54.858
New,TCKT-146695,Medium,Portal,Hardware Failure,IT Support,Agent 49,27-04-2024 18:56,27-04-2024 21:56,27-04-2024 19:41,27-04-2024 19:41,Met,27-04-2024 21:39,Met,27-04-2024 21:41,5,Dissatisfied,Cloud,L1,Kuwait,22.6973,55.2157
Open,TCKT-146696,Medium,Phone,Hardware Failure,IT Support,Agent 66,17-07-2024 14:49,17-07-2024 17:49,17-07-2024 15:34,17-07-2024 15:27,Met,17-07-2024 17:45,Met,17-07-2024 17:48,3,Neutral,Software,L2,Saudi Arabia,24.1282,51.933
In Progress,TCKT-146697,High,Phone,General Inquiry,IT Support,Agent 20,15-07-2024 09:02,15-07-2024 11:02,15-07-2024 09:32,15-07-2024 09:22,Met,15-07-2024 10:51,Met,15-07-2024 10:54,3,Neutral,Network,L3,UAE,25.5028,54.7355
Resolved,TCKT-146699,High,Phone,Access Request,IT Support,Agent 23,16-06-2024 17:10,16-06-2024 19:10,16-06-2024 17:40,16-06-2024 17:30,Met,16-06-2024 18:52,Met,16-06-2024 18:52,4,Dissatisfied,Cloud,L2,Qatar,22.7999,55.9427
Open,TCKT-146708,Medium,Portal,Access Request,IT Support,Agent 22,08-08-2024 23:56,09-08-2024 02:56,09-08-2024 00:41,09-08-2024 00:35,Met,09-08-2024 02:53,Met,09-08-2024 02:56,4,Very Dissatisfied,Network,L1,Saudi Arabia,24.0977,53.7476
New,TCKT-146710,Critical,Portal,Software Bug,IT Support,Agent 55,27-04-2024 12:23,27-04-2024 13:23,27-04-2024 12:33,27-04-2024 12:28,Met,27-04-2024 13:03,Met,27-04-2024 13:07,4,Dissatisfied,Network,L3,Bahrain,24.7602,54.7851
Resolved,TCKT-146721,Low,Portal,Access Request,IT Support,Agent 11,02-08-2024 10:30,02-08-2024 14:30,02-08-2024 11:30,02-08-2024 11:26,Met,02-08-2024 14:26,Met,02-08-2024 14:31,2,Neutral,Software,L3,Saudi Arabia,25.1671,51.6573
Closed,TCKT-146724,High,Chat,Network Issue,IT Support,Agent 6,11-06-2024 12:13,11-06-2024 14:13,11-06-2024 12:43,11-06-2024 12:41,Met,11-06-2024 15:59,Breached,11-06-2024 14:02,1,Neutral,Software,L2,Bahrain,22.0069,54.7297
New,TCKT-146725,Medium,Chat,Hardware Failure,IT Support,Agent 3,29-07-2024 10:50,29-07-2024 13:50,29-07-2024 11:35,29-07-2024 11:32,Met,29-07-2024 13:42,Met,29-07-2024 13:45,3,Very Dissatisfied,Network,L3,Bahrain,23.6986,52.8502
Closed,TCKT-146728,Critical,Portal,Hardware Failure,IT Support,Agent 62,26-06-2024 01:29,26-06-2024 02:29,26-06-2024 01:39,26-06-2024 01:38,Met,26-06-2024 02:13,Met,26-06-2024 02:14,1,Satisfied,Software,L3,Qatar,25.9994,50.1002
New,TCKT-146729,Critical,Email,General Inquiry,IT Support,Agent 19,02-08-2024 21:14,02-08-2024 22:14,02-08-2024 21:24,02-08-2024 21:20,Met,02-08-2024 22:00,Met,02-08-2024 22:05,3,Satisfied,Hardware,L2,Bahrain,25.7948,53.235
Resolved,TCKT-146731,High,Phone,General Inquiry,IT Support,Agent 30,05-06-2024 21:55,05-06-2024 23:55,05-06-2024 22:25,05-06-2024 22:22,Met,06-06-2024 01:41,Breached,05-06-2024 23:41,3,Neutral,Network,L2,UAE,24.3312,54.5152
